"X"	"Y"	"B07"	"B06"	"B05"	"B04"	"B03"	"B02"	"B01"
461561.000000	6977801.000000	95.911446	67.260300	19.842739	7.455726	11.023156	7.409413	7.000000
461591.000000	6977801.000000	98.131516	64.974800	13.957335	6.745826	10.385511	5.102797	5.000000
461621.000000	6977801.000000	98.360313	65.174744	13.564651	6.000000	10.000000	5.000000	5.000000
461651.000000	6977801.000000	98.305305	64.714722	13.409413	6.000000	10.000000	5.000000	5.000000
461681.000000	6977801.000000	98.887352	65.175262	13.584678	6.121499	10.000000	5.000000	5.000000
461711.000000	6977801.000000	99.108475	66.107628	14.389054	7.127431	10.281131	5.000000	5.000000
461741.000000	6977801.000000	98.275497	66.369820	15.627844	7.627844	10.684909	5.000000	5.000000
461771.000000	6977801.000000	98.445129	66.753716	15.915181	7.554867	10.639686	5.000000	5.000000
461801.000000	6977801.000000	98.000000	66.651604	16.041510	8.636192	11.275878	5.000000	5.000000
461831.000000	6977801.000000	98.000000	67.590584	17.590588	9.000000	11.754315	5.000000	5.000000
461861.000000	6977801.000000	97.309738	67.590584	17.474943	9.604985	11.519946	5.000000	5.000000
461891.000000	6977801.000000	98.176300	67.590584	16.414284	8.515530	11.169614	5.000000	5.000000
461921.000000	6977801.000000	99.632431	67.014397	16.033907	7.798524	11.000000	5.000000	5.000000
461951.000000	6977801.000000	100.535660	67.487038	16.301706	7.271796	10.750219	5.000000	5.000000
461981.000000	6977801.000000	101.590584	69.590584	16.590588	8.400308	10.780866	5.000000	5.000000
462011.000000	6977801.000000	101.791481	69.218460	16.089476	8.275538	10.719572	5.000000	5.000000
462041.000000	6977801.000000	100.206306	66.960670	15.094858	7.974062	11.056022	5.000000	5.000000
462071.000000	6977801.000000	96.409416	66.000000	16.484762	8.713705	11.304293	5.198468	5.000000
462101.000000	6977801.000000	98.113152	65.748009	16.375113	8.661408	11.000000	5.409413	5.000000
462131.000000	6977801.000000	97.367119	66.141464	16.654476	9.022832	11.360314	5.141462	5.000000
462161.000000	6977801.000000	97.356667	66.000000	17.000000	8.924690	11.256484	5.000000	5.000000
462191.000000	6977801.000000	98.065041	66.950630	17.087654	8.928021	11.801579	5.000000	5.000000
462221.000000	6977801.000000	97.928253	66.877159	17.409412	8.643285	11.162127	5.000000	5.000000
462251.000000	6977801.000000	97.255875	66.002495	17.002495	9.089045	11.249781	5.406918	5.000000
462281.000000	6977801.000000	96.062668	65.903366	18.090483	9.484376	11.413401	5.506044	5.000000
462311.000000	6977801.000000	94.773376	65.962936	19.189558	10.899715	12.000000	6.000000	6.000000
462341.000000	6977801.000000	93.923920	66.606277	20.545885	12.076080	12.530196	6.000000	6.000000
462371.000000	6977801.000000	92.505875	67.159462	23.649654	14.567092	14.360147	8.465818	9.000000
462401.000000	6977801.000000	92.909966	73.851799	38.951515	21.921722	18.065638	9.409413	9.000000
461561.000000	6977831.000000	95.260887	67.595413	21.952314	9.526574	12.187316	8.000000	8.000000
461591.000000	6977831.000000	95.266266	65.210106	16.321186	7.919269	11.046173	5.127994	5.000000
461621.000000	6977831.000000	94.080925	64.400627	15.808741	8.259550	11.410495	5.000000	5.000000
461651.000000	6977831.000000	94.711327	64.908600	15.914027	8.201069	11.303931	5.000000	5.000000
461681.000000	6977831.000000	95.336700	65.056152	15.971522	7.628500	10.752002	5.000000	5.000000
461711.000000	6977831.000000	97.204269	65.753830	15.462505	8.106479	10.928951	5.000000	5.000000
461741.000000	6977831.000000	97.071510	66.384323	16.378979	8.616209	10.810778	5.000000	5.000000
461771.000000	6977831.000000	97.424690	66.876793	16.799318	8.515369	11.238526	5.000000	5.000000
461801.000000	6977831.000000	96.711647	66.349632	16.316895	8.926991	11.365552	5.000000	5.000000
461831.000000	6977831.000000	98.000000	66.200684	17.000000	8.824916	11.635694	5.000000	5.000000
461861.000000	6977831.000000	97.152756	66.353180	16.843485	8.389580	11.114974	5.000000	5.000000
461891.000000	6977831.000000	97.964157	66.747246	16.083139	8.083139	11.083139	5.000000	5.000000
461921.000000	6977831.000000	97.431877	67.000000	17.620813	9.341285	11.407615	5.000000	5.000000
461951.000000	6977831.000000	99.406548	66.448235	16.194765	7.738482	10.673337	5.000000	5.000000
461981.000000	6977831.000000	101.000000	67.401367	15.200683	7.107413	10.703364	5.000000	5.000000
462011.000000	6977831.000000	101.381882	67.593575	15.197072	7.197072	10.732934	5.000000	5.000000
462041.000000	6977831.000000	100.126266	66.791733	15.750068	7.989034	10.645733	5.000000	5.000000
462071.000000	6977831.000000	96.810776	66.891045	17.845982	9.372679	11.484974	5.484763	5.000000
462101.000000	6977831.000000	96.664154	67.041634	18.453049	9.786663	12.030205	6.000000	6.000000
462131.000000	6977831.000000	96.422363	67.057884	19.096231	10.813312	12.322453	5.345523	5.000000
462161.000000	6977831.000000	96.098610	66.988541	19.486572	10.913889	12.680812	5.000000	5.000000
462191.000000	6977831.000000	96.054024	67.244049	19.664347	10.961378	12.551240	5.000000	5.000000
462221.000000	6977831.000000	97.090927	67.495804	19.484344	10.852843	12.322218	5.000000	5.000000
462251.000000	6977831.000000	96.328056	66.803108	18.557486	10.412452	11.998096	5.993905	6.000000
462281.000000	6977831.000000	95.394135	66.427101	19.452799	10.770095	12.017822	6.000000	6.000000
462311.000000	6977831.000000	94.213516	67.352844	21.347725	12.626548	13.326242	6.000000	6.000000
462341.000000	6977831.000000	93.178902	67.862389	23.261484	14.706822	14.387631	6.000000	6.000000
462371.000000	6977831.000000	90.715569	68.901169	30.453960	20.597965	17.260180	8.892953	10.000000
461561.000000	6977861.000000	95.366165	67.767830	22.760395	9.468068	11.796682	8.000000	8.000000
461591.000000	6977861.000000	94.616180	64.884827	16.610765	8.359838	11.549061	5.127994	5.000000
461621.000000	6977861.000000	92.646675	63.646679	16.262856	8.642130	11.531502	5.000000	5.000000
461651.000000	6977861.000000	93.516953	64.516953	16.000000	8.638445	11.420873	5.000000	5.000000
461681.000000	6977861.000000	94.593529	65.296761	15.703237	8.038410	10.999209	5.000000	5.000000
461711.000000	6977861.000000	97.296761	65.313332	14.389905	7.301118	10.000000	5.000000	5.000000
461741.000000	6977861.000000	96.533524	65.466476	15.932956	7.775455	10.270150	5.000000	5.000000
461771.000000	6977861.000000	95.753716	66.610092	17.000000	9.113155	11.549650	5.000000	5.000000
461801.000000	6977861.000000	96.298477	66.000000	16.389904	8.631564	11.000000	5.000000	5.000000
461831.000000	6977861.000000	98.000000	66.000000	17.000000	8.836874	11.416001	5.000000	5.000000
461861.000000	6977861.000000	96.975624	66.805908	16.804190	8.645954	11.307493	5.000000	5.000000
461891.000000	6977861.000000	99.585716	67.000000	16.000000	8.239923	11.239923	5.000000	5.000000
461921.000000	6977861.000000	96.707611	67.000000	18.805906	11.705652	12.823903	5.000000	5.000000
461951.000000	6977861.000000	97.946861	66.389908	16.709332	8.195786	11.310922	5.000000	5.000000
461981.000000	6977861.000000	101.000000	67.000000	15.000000	7.000000	10.309972	5.000000	5.000000
462011.000000	6977861.000000	101.000000	67.000000	15.315048	7.132596	10.711722	5.000000	5.000000
462041.000000	6977861.000000	98.085327	66.389908	16.284575	8.738811	11.149793	5.000000	5.000000
462071.000000	6977861.000000	96.000000	67.484764	20.454288	12.127780	12.859866	5.484763	5.000000
462101.000000	6977861.000000	96.264572	68.000000	21.735428	12.629109	13.518579	6.000000	6.000000
462131.000000	6977861.000000	95.691048	68.000000	21.000000	11.882815	13.259307	5.345523	5.000000
462161.000000	6977861.000000	95.000000	68.000000	21.868572	15.040240	14.592541	5.000000	5.000000
462191.000000	6977861.000000	95.214096	67.785904	21.747618	12.362005	12.998679	5.000000	5.000000
462221.000000	6977861.000000	96.000000	66.395996	19.396000	10.745792	12.166665	5.000000	5.000000
462251.000000	6977861.000000	96.000000	66.993904	19.993906	10.644113	12.383810	5.993905	6.000000
462281.000000	6977861.000000	95.226288	67.000000	21.547430	13.062578	13.773715	6.000000	6.000000
462311.000000	6977861.000000	95.000000	67.553528	22.000000	14.258566	14.000000	6.000000	6.000000
462341.000000	6977861.000000	94.666664	68.333336	24.000002	15.874510	15.280582	6.000000	6.000000
462371.000000	6977861.000000	90.226288	69.792000	33.470860	25.345446	20.552246	8.892953	10.000000
461561.000000	6977891.000000	96.987045	69.305908	21.750797	9.417536	11.721058	8.000000	8.000000
461591.000000	6977891.000000	96.350929	65.194160	15.137053	7.480334	10.586440	5.127994	5.000000
461621.000000	6977891.000000	94.982048	64.187073	15.306839	7.438650	11.095870	5.000000	5.000000
461651.000000	6977891.000000	95.671944	64.374947	14.672031	6.845414	10.346359	5.000000	5.000000
461681.000000	6977891.000000	97.356316	65.133423	15.141577	6.769361	10.631873	5.000000	5.000000
461711.000000	6977891.000000	96.628716	65.200867	15.121063	7.588746	10.856565	5.000000	5.000000
461741.000000	6977891.000000	95.531052	65.918510	17.069424	9.705660	11.435510	5.000000	5.000000
461771.000000	6977891.000000	95.487396	67.360138	18.704082	11.039195	12.667529	5.000000	5.000000
461801.000000	6977891.000000	96.107498	66.740677	17.633055	10.057267	11.727400	5.000000	5.000000
461831.000000	6977891.000000	95.344063	66.610092	18.579126	10.204747	11.981915	5.000000	5.000000
461861.000000	6977891.000000	95.249336	66.564766	18.974518	10.300203	12.212755	5.000000	5.000000
461891.000000	6977891.000000	98.107452	66.849701	17.221785	9.296147	11.327115	5.000000	5.000000
461921.000000	6977891.000000	95.499603	67.470146	20.041359	11.254070	12.975140	5.000000	5.000000
461951.000000	6977891.000000	96.065895	66.823547	18.274296	10.502542	12.298573	5.000000	5.000000
461981.000000	6977891.000000	99.061935	67.000000	16.327969	8.487696	10.985607	5.000000	5.000000
462011.000000	6977891.000000	99.254143	67.192207	16.416853	8.824982	11.192209	5.305292	5.000000
462041.000000	6977891.000000	97.130676	67.625252	18.198507	10.665114	12.885760	5.969032	6.000000
462071.000000	6977891.000000	92.253281	68.749550	27.329733	19.389194	17.541210	5.984044	6.000000
462101.000000	6977891.000000	94.653938	69.045494	25.397095	16.583582	15.755145	6.000000	6.000000
462131.000000	6977891.000000	95.245331	69.603241	24.605776	16.490482	15.702160	5.979732	6.000000
462161.000000	6977891.000000	95.108704	69.517227	24.936401	15.594323	14.516913	5.969032	6.000000
462191.000000	6977891.000000	95.263924	68.382721	22.541819	13.543500	13.973122	5.969032	6.000000
462221.000000	6977891.000000	96.142136	67.733528	20.148233	11.393297	12.383736	5.969032	6.000000
462251.000000	6977891.000000	96.234451	67.003532	20.012798	11.216798	12.383810	5.999811	6.000000
462281.000000	6977891.000000	95.517281	66.939568	20.916391	12.359176	12.965232	6.158553	6.000000
462311.000000	6977891.000000	95.000000	68.522552	22.847198	14.333429	13.943477	6.969032	7.000000
462341.000000	6977891.000000	94.870033	69.098999	24.442657	16.777063	15.582608	6.969032	7.000000
462371.000000	6977891.000000	93.292671	71.014221	31.483227	21.977264	18.780827	9.861985	11.000000
461561.000000	6977921.000000	94.154770	67.721153	22.465654	10.763431	12.479118	7.251159	7.000000
461591.000000	6977921.000000	95.664780	64.864204	15.603067	8.315886	10.856458	5.096045	5.000000
461621.000000	6977921.000000	95.129616	64.883026	15.617646	8.039896	11.541716	5.000000	5.000000
461651.000000	6977921.000000	97.416237	65.138748	14.610095	7.320824	10.677116	5.000000	5.000000
461681.000000	6977921.000000	99.002480	65.138748	14.131360	6.131360	10.056825	5.000000	5.000000
461711.000000	6977921.000000	98.296333	65.128120	14.566228	7.015018	10.134531	5.000000	5.000000
461741.000000	6977921.000000	96.447441	64.949722	15.064369	7.765327	10.978414	5.000000	5.000000
461771.000000	6977921.000000	95.088196	65.414696	17.091372	9.931502	11.746838	5.000000	5.000000
461801.000000	6977921.000000	94.843460	64.885666	16.882421	10.600625	12.155043	5.000000	5.000000
461831.000000	6977921.000000	96.524017	65.251160	15.475984	8.224825	11.112412	5.000000	5.000000
461861.000000	6977921.000000	96.573196	65.082520	15.691852	8.126466	11.014053	5.000000	5.000000
461891.000000	6977921.000000	96.744324	65.609039	16.679396	8.617863	11.066842	5.000000	5.000000
461921.000000	6977921.000000	94.836357	66.401573	18.852781	10.886563	12.825383	5.000000	5.000000
461951.000000	6977921.000000	95.368858	65.173485	16.999353	9.515541	12.113721	5.000000	5.000000
461981.000000	6977921.000000	98.251160	66.251160	15.502317	7.669137	10.935516	5.000000	5.000000
462011.000000	6977921.000000	98.251160	66.443367	15.615400	7.851321	11.000000	5.315049	5.000000
462041.000000	6977921.000000	95.959755	66.512863	18.511209	11.408050	12.800045	6.000000	6.000000
462071.000000	6977921.000000	92.915184	67.301422	23.411856	13.961080	14.327670	6.000000	6.000000
462101.000000	6977921.000000	94.053551	67.995888	22.802313	12.424567	13.402873	6.000000	6.000000
462131.000000	6977921.000000	95.172050	67.623825	21.740267	13.217171	13.938850	6.000000	6.000000
462161.000000	6977921.000000	95.666237	67.770615	21.057571	11.729370	13.223912	6.000000	6.000000
462191.000000	6977921.000000	96.767433	67.662033	19.760126	11.459504	13.115398	5.382812	5.000000
462221.000000	6977921.000000	96.618546	67.257256	19.217966	10.685505	12.443908	5.251159	5.000000
462251.000000	6977921.000000	97.159531	66.764992	18.446844	10.291790	12.042299	5.251159	5.000000
462281.000000	6977921.000000	97.385269	66.400291	18.001053	10.000087	12.078845	5.537303	5.000000
462311.000000	6977921.000000	97.385269	67.528931	19.031797	10.546621	11.806972	7.000000	7.000000
462341.000000	6977921.000000	95.278496	69.421425	24.990377	17.971207	16.466143	7.000000	7.000000
462371.000000	6977921.000000	96.462524	75.536278	37.681034	31.530558	23.196959	9.790475	11.000000
461561.000000	6977951.000000	96.151115	68.240402	22.913382	10.752799	12.501599	7.000000	7.000000
461591.000000	6977951.000000	98.033310	64.914673	14.752652	6.697583	10.042665	5.085329	5.000000
461621.000000	6977951.000000	97.673347	65.347450	14.652547	7.227683	10.635020	5.000000	5.000000
461651.000000	6977951.000000	98.942696	65.471352	14.528650	6.528651	10.227683	5.000000	5.000000
461681.000000	6977951.000000	98.026642	65.471352	14.528650	6.528651	10.322527	5.000000	5.000000
461711.000000	6977951.000000	97.302452	65.435257	14.492558	6.488170	9.712432	5.000000	5.000000
461741.000000	6977951.000000	98.405334	65.000000	13.783968	6.000000	10.000000	5.000000	5.000000
461771.000000	6977951.000000	98.350060	65.452728	14.040164	6.519742	10.403655	5.000000	5.000000
461801.000000	6977951.000000	97.539459	64.582230	13.836653	6.953056	10.459048	5.000000	5.000000
461831.000000	6977951.000000	97.942696	65.000000	13.528650	6.219920	10.000000	5.000000	5.000000
461861.000000	6977951.000000	97.827202	65.000000	14.231041	6.425135	10.000000	5.000000	5.000000
461891.000000	6977951.000000	95.728218	65.000000	16.066786	8.066786	11.171432	5.000000	5.000000
461921.000000	6977951.000000	93.607285	65.000000	18.311035	10.216703	12.000000	5.000000	5.000000
461951.000000	6977951.000000	94.743103	65.068504	16.666334	8.872457	11.498594	5.000000	5.000000
461981.000000	6977951.000000	97.471352	65.471352	15.000000	7.245696	10.497981	5.000000	5.000000
462011.000000	6977951.000000	97.637901	65.637901	15.166551	7.481599	10.804451	5.315049	5.000000
462041.000000	6977951.000000	95.932846	65.677475	16.527931	9.240362	11.345693	6.000000	6.000000
462071.000000	6977951.000000	92.983887	66.484764	20.713255	13.484763	13.484763	6.000000	6.000000
462101.000000	6977951.000000	93.183128	66.949883	21.929615	14.932623	14.625256	6.000000	6.000000
462131.000000	6977951.000000	95.183128	66.325722	19.288221	11.940645	13.283438	6.000000	6.000000
462161.000000	6977951.000000	95.733353	66.229584	18.508411	10.029531	11.737998	6.000000	6.000000
462191.000000	6977951.000000	97.090263	66.917130	17.327852	9.554895	11.370436	5.175809	5.000000
462221.000000	6977951.000000	99.585953	66.715302	16.129353	8.471350	11.000000	5.000000	5.000000
462251.000000	6977951.000000	100.579857	66.997124	15.796749	7.765012	10.965040	5.000000	5.000000
462281.000000	6977951.000000	100.672447	67.163620	16.245064	7.922537	11.042163	5.327239	5.000000
462311.000000	6977951.000000	101.114601	68.000000	16.471350	8.732252	11.471350	7.000000	7.000000
462341.000000	6977951.000000	100.225235	69.176216	19.637482	12.545221	13.360719	7.000000	7.000000
462371.000000	6977951.000000	102.481110	79.823227	41.794338	38.952805	26.902857	9.751719	11.000000
461561.000000	6977981.000000	95.708351	69.577187	24.375603	11.280910	14.010942	7.918555	8.000000
461591.000000	6977981.000000	96.205627	64.953857	15.879366	7.415570	10.961220	5.124519	5.000000
461621.000000	6977981.000000	94.758980	64.439590	15.474852	8.227015	10.957746	5.000000	5.000000
461651.000000	6977981.000000	94.325775	65.000000	16.837111	8.701867	11.542407	5.000000	5.000000
461681.000000	6977981.000000	95.333344	64.727409	16.019329	7.760247	10.781205	5.000000	5.000000
461711.000000	6977981.000000	96.070335	64.712189	14.151781	7.365980	10.372216	5.000000	5.000000
461741.000000	6977981.000000	98.317986	65.428482	14.495530	6.490070	10.000000	5.000000	5.000000
461771.000000	6977981.000000	101.245537	65.427895	13.988303	6.372216	9.735840	5.000000	5.000000
461801.000000	6977981.000000	99.536842	65.314117	13.389905	5.877420	9.879730	5.000000	5.000000
461831.000000	6977981.000000	97.000000	65.000000	14.000000	6.772296	10.073660	5.000000	5.000000
461861.000000	6977981.000000	95.501671	64.820137	14.789958	7.356268	10.678823	5.000000	5.000000
461891.000000	6977981.000000	94.991852	64.619453	15.647381	7.466711	10.633419	5.000000	5.000000
461921.000000	6977981.000000	93.328865	65.335754	17.780249	9.165804	11.864856	5.000000	5.000000
461951.000000	6977981.000000	93.112083	65.785057	18.566360	10.957953	12.572652	5.000000	5.000000
461981.000000	6977981.000000	96.081444	65.000000	16.837111	8.429968	11.264868	5.000000	5.000000
462011.000000	6977981.000000	96.685883	65.315048	16.573380	8.297404	10.988944	5.025659	5.000000
462041.000000	6977981.000000	96.364494	65.950310	16.233780	8.685576	11.004479	5.081445	5.000000
462071.000000	6977981.000000	94.224533	66.484764	19.098818	11.208254	12.731021	5.081445	5.000000
462101.000000	6977981.000000	94.927780	66.955536	18.818596	10.900613	12.870997	5.081445	5.000000
462131.000000	6977981.000000	97.289711	66.505875	16.606070	9.206518	12.040041	5.081445	5.000000
462161.000000	6977981.000000	97.796570	67.044380	16.700935	8.381771	11.264956	5.081445	5.000000
462191.000000	6977981.000000	99.935661	66.735046	15.450995	7.486093	10.604425	5.014318	5.000000
462221.000000	6977981.000000	102.104866	67.000000	15.000000	7.208345	10.389905	5.000000	5.000000
462251.000000	6977981.000000	102.353935	67.118393	15.168079	7.356766	10.152025	5.000000	5.000000
462281.000000	6977981.000000	103.120071	67.472076	15.471298	7.559665	10.812256	5.477532	5.000000
462311.000000	6977981.000000	103.000000	68.308456	16.000000	8.000000	11.000000	7.918555	8.000000
462341.000000	6977981.000000	103.394936	70.973907	20.549046	11.955292	13.177328	7.918555	8.000000
462371.000000	6977981.000000	103.583267	82.621086	48.499332	45.378036	30.007086	10.844857	13.000000
461561.000000	6978011.000000	93.762520	69.037033	25.238699	12.512163	13.969391	8.000000	8.000000
461591.000000	6978011.000000	95.038620	65.229630	16.413620	8.366638	11.428143	5.127994	5.000000
461621.000000	6978011.000000	94.679626	65.514336	17.136606	9.614595	12.209161	5.000000	5.000000
461651.000000	6978011.000000	94.698364	65.698364	17.088270	9.244201	12.000000	5.000000	5.000000
461681.000000	6978011.000000	95.922943	65.662704	16.059206	8.119991	11.429696	5.000000	5.000000
461711.000000	6978011.000000	97.261971	65.177788	14.458414	7.354183	10.319389	5.000000	5.000000
461741.000000	6978011.000000	99.862770	66.123665	14.859294	6.859294	10.325500	5.000000	5.000000
461771.000000	6978011.000000	100.791519	65.957443	14.773957	7.220840	10.339752	5.000000	5.000000
461801.000000	6978011.000000	99.619064	66.196243	14.564677	7.126738	10.580756	5.000000	5.000000
461831.000000	6978011.000000	98.131920	66.308456	15.396729	7.522211	10.776011	5.000000	5.000000
461861.000000	6978011.000000	96.812958	65.757721	15.776567	8.190044	11.492486	5.000000	5.000000
461891.000000	6978011.000000	95.585579	65.164360	16.060957	7.899417	11.076089	5.000000	5.000000
461921.000000	6978011.000000	94.596878	65.365524	17.157915	8.865123	11.404880	5.000000	5.000000
461951.000000	6978011.000000	93.000519	66.328377	19.568886	12.579896	13.872212	5.000000	5.000000
461981.000000	6978011.000000	92.861252	65.698364	18.830286	10.946462	13.179166	5.000000	5.000000
462011.000000	6978011.000000	93.655754	66.013412	18.350836	10.817687	12.712933	5.000000	5.000000
462041.000000	6978011.000000	96.157562	66.578270	16.526394	8.588115	11.266492	5.000000	5.000000
462071.000000	6978011.000000	95.088272	66.441971	17.881256	9.930323	11.954520	5.000000	5.000000
462101.000000	6978011.000000	95.624557	67.545181	19.296816	11.568537	13.159934	5.000000	5.000000
462131.000000	6978011.000000	96.969498	66.403290	17.494791	10.179079	12.661129	5.000000	5.000000
462161.000000	6978011.000000	97.868576	66.484222	17.011600	8.740213	11.395075	5.000000	5.000000
462191.000000	6978011.000000	100.306236	67.018898	15.336100	7.862670	10.927249	5.000000	5.000000
462221.000000	6978011.000000	102.604004	67.088272	15.000000	7.241597	10.543233	5.000000	5.000000
462251.000000	6978011.000000	102.477638	67.559814	15.451568	7.739581	10.473380	5.000000	5.000000
462281.000000	6978011.000000	103.630066	68.311272	16.162096	8.314595	11.088269	5.490858	5.000000
462311.000000	6978011.000000	103.000000	69.000000	16.088270	8.176539	11.088269	8.000000	8.000000
462341.000000	6978011.000000	104.218132	73.553741	23.877184	18.873386	16.783379	8.000000	8.000000
461561.000000	6978041.000000	92.529320	67.899010	25.850735	12.893124	15.065749	8.000000	8.000000
461591.000000	6978041.000000	91.653748	64.682625	18.452026	10.485774	12.846803	5.127994	5.000000
461621.000000	6978041.000000	92.326630	65.396133	19.106930	10.684262	12.426651	5.000000	5.000000
461651.000000	6978041.000000	94.043648	65.521828	18.000000	9.521826	12.000000	5.000000	5.000000
461681.000000	6978041.000000	94.158928	65.840187	17.269600	8.323235	11.411505	5.000000	5.000000
461711.000000	6978041.000000	94.711586	64.948349	16.086931	8.405294	10.923427	5.000000	5.000000
461741.000000	6978041.000000	97.243423	66.000000	15.000000	7.000000	10.223058	5.000000	5.000000
461771.000000	6978041.000000	97.157768	65.791092	15.446882	7.000000	10.925056	5.000000	5.000000
461801.000000	6978041.000000	96.334244	65.347862	15.203463	7.305350	10.708268	5.000000	5.000000
461831.000000	6978041.000000	96.000000	65.521828	15.521826	7.720747	11.000000	5.000000	5.000000
461861.000000	6978041.000000	96.487541	65.521828	16.009369	7.801900	11.093632	5.000000	5.000000
461891.000000	6978041.000000	96.465416	65.216187	15.884975	8.452607	11.172533	5.000000	5.000000
461921.000000	6978041.000000	95.227921	64.899010	15.858591	7.692230	11.290668	5.000000	5.000000
461951.000000	6978041.000000	96.157768	65.591324	16.160599	8.000000	11.000000	5.000000	5.000000
461981.000000	6978041.000000	95.956352	66.000000	16.043652	8.000000	11.279302	5.000000	5.000000
462011.000000	6978041.000000	96.422043	66.315048	16.194300	8.013752	11.206777	5.000000	5.000000
462041.000000	6978041.000000	97.370438	66.249687	16.764059	8.964206	11.150648	5.000000	5.000000
462071.000000	6978041.000000	96.709976	65.753624	16.505924	8.290025	11.021160	5.000000	5.000000
462101.000000	6978041.000000	97.274712	66.874664	17.837368	10.026337	11.710856	5.000000	5.000000
462131.000000	6978041.000000	97.610825	67.000000	18.393175	10.475193	12.249176	5.000000	5.000000
462161.000000	6978041.000000	98.409592	67.000000	16.860918	8.836224	11.565714	5.000000	5.000000
462191.000000	6978041.000000	100.862480	67.214096	15.569916	7.569916	10.569916	5.394107	5.000000
462221.000000	6978041.000000	102.604004	68.577637	15.766992	8.633445	11.055809	5.478174	5.000000
462251.000000	6978041.000000	104.042595	71.835167	20.326395	12.253566	13.546350	5.953434	5.000000
462281.000000	6978041.000000	103.604576	71.917213	21.273497	14.712248	14.664295	6.447207	5.000000
462311.000000	6978041.000000	102.043648	69.956352	18.912697	11.648016	12.956348	8.956348	8.000000
462341.000000	6978041.000000	105.249290	76.467857	29.000555	24.848280	20.134941	8.956348	8.000000
461561.000000	6978071.000000	94.320251	69.031166	25.289366	13.474352	14.474241	8.000000	8.000000
461591.000000	6978071.000000	93.737534	64.215317	16.356457	9.233543	11.656459	5.127994	5.000000
461621.000000	6978071.000000	92.984970	64.275345	16.287989	8.506965	11.323992	5.000000	5.000000
461651.000000	6978071.000000	91.427696	65.000000	16.873938	8.742016	11.742016	5.000000	5.000000
461681.000000	6978071.000000	94.666992	65.000000	15.746875	7.201403	10.911717	5.000000	5.000000
461711.000000	6978071.000000	96.221352	65.040298	15.055347	7.474281	10.943181	5.000000	5.000000
461741.000000	6978071.000000	95.975647	64.806419	14.536860	6.862360	10.319522	5.000000	5.000000
461771.000000	6978071.000000	94.097229	64.463982	15.743408	7.371192	10.912379	5.000000	5.000000
461801.000000	6978071.000000	93.769882	64.341911	15.315814	7.396298	10.919516	5.000000	5.000000
461831.000000	6978071.000000	94.233696	64.497223	15.000000	7.416001	10.892678	5.000000	5.000000
461861.000000	6978071.000000	95.674324	65.089050	15.068384	7.365220	10.975759	5.000000	5.000000
461891.000000	6978071.000000	94.122025	65.151108	16.478836	9.270310	12.299921	5.000000	5.000000
461921.000000	6978071.000000	94.738579	64.582275	16.116163	8.372354	11.355322	5.000000	5.000000
461951.000000	6978071.000000	96.403320	65.021721	15.430081	7.594028	10.619600	5.000000	5.000000
461981.000000	6978071.000000	96.647888	65.742020	14.742016	7.113739	10.861917	5.000000	5.000000
462011.000000	6978071.000000	97.743683	65.864853	14.783578	6.832376	10.508245	5.000000	5.000000
462041.000000	6978071.000000	99.508118	66.026405	14.954421	7.020455	10.603571	5.000000	5.000000
462071.000000	6978071.000000	98.743752	65.932030	14.873938	7.067971	10.382315	5.000000	5.000000
462101.000000	6978071.000000	100.487228	66.874664	14.832079	6.804767	10.299475	5.000000	5.000000
462131.000000	6978071.000000	100.610870	67.568138	16.091988	7.584712	10.533276	5.000000	5.000000
462161.000000	6978071.000000	100.325256	68.357109	16.821648	9.049193	11.597569	5.000000	5.000000
462191.000000	6978071.000000	101.320007	69.337173	17.439280	9.259586	11.708490	5.824191	6.000000
462221.000000	6978071.000000	102.657661	72.062843	20.499134	15.133906	14.751203	6.000000	6.000000
462251.000000	6978071.000000	108.644844	80.463379	31.206642	20.568216	18.322849	6.993905	7.000000
462281.000000	6978071.000000	105.522049	78.781448	31.351461	21.771334	18.602270	7.490858	7.000000
462311.000000	6978071.000000	102.384048	74.730301	26.208475	16.896536	16.073860	10.000000	10.000000
462341.000000	6978071.000000	104.395164	79.829483	36.419788	31.863863	23.313560	10.000000	10.000000
461561.000000	6978101.000000	93.234314	69.162048	25.687180	11.807307	13.764076	8.000000	8.000000
461591.000000	6978101.000000	95.235519	64.950157	15.527206	7.309141	10.403028	5.127994	5.000000
461621.000000	6978101.000000	93.452042	64.379974	15.385103	8.175408	11.110504	5.000000	5.000000
461651.000000	6978101.000000	94.685684	65.000000	15.962207	7.705296	11.294703	5.000000	5.000000
461681.000000	6978101.000000	96.174347	65.000000	15.078405	7.274195	10.785178	5.000000	5.000000
461711.000000	6978101.000000	97.734398	65.633759	14.519205	7.164200	10.976943	5.000000	5.000000
461741.000000	6978101.000000	97.507347	65.325500	14.788867	6.812141	11.000000	5.000000	5.000000
461771.000000	6978101.000000	95.195915	65.150261	15.450013	7.719873	11.023057	5.000000	5.000000
461801.000000	6978101.000000	97.277092	66.022278	15.141850	7.151158	11.000000	5.000000	5.000000
461831.000000	6978101.000000	98.534058	66.134941	15.000000	7.146479	10.583999	5.000000	5.000000
461861.000000	6978101.000000	97.351357	65.394180	14.412962	6.696126	10.410632	5.000000	5.000000
461891.000000	6978101.000000	93.781311	65.146309	16.193567	8.182291	11.976054	5.379478	6.000000
